position,driverNumber,driverId,constructorId,engineManufacturerId,tyreManufacturerId,time,gap,interval,laps,year,race
11,11,elio-de-angelis,lotus,renault,pirelli,1:31.822,+3.093,+0.236,,1983,canada
4,11,elio-de-angelis,lotus,renault,pirelli,1:10.771,+1.309,+0.601,,1983,great-britain
11,11,elio-de-angelis,lotus,renault,pirelli,1:54.831,+5.503,+0.183,,1983,germany
12,11,elio-de-angelis,lotus,renault,pirelli,1:32.451,+2.580,+0.092,,1983,austria
3,11,elio-de-angelis,lotus,renault,pirelli,1:16.411,+0.781,+0.041,,1983,netherlands
8,11,elio-de-angelis,lotus,renault,pirelli,1:31.628,+2.506,+0.064,,1983,italy
1,11,elio-de-angelis,lotus,renault,pirelli,1:12.092,,,,1983,europe
11,11,elio-de-angelis,lotus,renault,pirelli,1:07.937,+1.383,+0.006,,1983,south-africa
1,11,elio-de-angelis,lotus,renault,goodyear,1:28.392,,,,1984,brazil
7,11,elio-de-angelis,lotus,renault,goodyear,1:05.953,+1.082,+0.030,,1984,south-africa
5,11,elio-de-angelis,lotus,renault,goodyear,1:15.979,+1.133,+0.368,,1984,belgium
11,11,elio-de-angelis,lotus,renault,goodyear,1:31.173,+2.656,+0.010,,1984,san-marino
2,11,elio-de-angelis,lotus,renault,goodyear,1:02.336,+0.136,+0.136,,1984,france
11,11,elio-de-angelis,lotus,renault,goodyear,1:24.426,+1.765,+0.275,,1984,monaco
3,11,elio-de-angelis,lotus,renault,goodyear,1:26.306,+0.864,+0.108,,1984,canada
5,11,elio-de-angelis,lotus,renault,goodyear,1:42.434,+1.454,+0.188,,1984,detroit
2,11,elio-de-angelis,lotus,renault,goodyear,1:37.635,+0.594,+0.594,,1984,dallas
4,11,elio-de-angelis,lotus,renault,goodyear,1:11.573,+0.704,+0.229,,1984,great-britain
2,11,elio-de-angelis,lotus,renault,goodyear,1:47.065,+0.053,+0.053,,1984,germany
3,11,elio-de-angelis,lotus,renault,goodyear,1:26.318,+0.145,+0.115,,1984,austria
3,11,elio-de-angelis,lotus,renault,goodyear,1:13.883,+0.316,+0.011,,1984,netherlands
3,11,elio-de-angelis,lotus,renault,goodyear,1:27.538,+0.954,+0.867,,1984,italy
23,11,elio-de-angelis,lotus,renault,goodyear,1:26.161,+7.290,+0.005,,1984,europe
5,11,elio-de-angelis,lotus,renault,goodyear,1:22.291,+0.588,+0.242,,1984,portugal
3,11,elio-de-angelis,lotus,renault,goodyear,1:28.081,+0.313,+0.217,,1985,brazil
4,11,elio-de-angelis,lotus,renault,goodyear,1:22.159,+1.152,+0.255,,1985,portugal
3,11,elio-de-angelis,lotus,renault,goodyear,1:27.852,+0.525,+0.498,,1985,san-marino
9,11,elio-de-angelis,lotus,renault,goodyear,1:21.465,+1.015,+0.118,,1985,monaco
1,11,elio-de-angelis,lotus,renault,goodyear,1:24.567,,,,1985,canada
8,11,elio-de-angelis,lotus,renault,goodyear,1:44.769,+2.718,+0.538,,1985,detroit
7,11,elio-de-angelis,lotus,renault,goodyear,1:34.022,+1.560,+0.162,,1985,france
8,11,elio-de-angelis,lotus,renault,goodyear,1:07.581,+1.990,+0.133,,1985,great-britain
7,11,elio-de-angelis,lotus,renault,goodyear,1:19.120,+1.691,+0.318,,1985,germany
7,11,elio-de-angelis,lotus,renault,goodyear,1:26.799,+1.309,+0.135,,1985,austria
11,11,elio-de-angelis,lotus,renault,goodyear,1:13.078,+2.004,+0.019,,1985,netherlands
6,11,elio-de-angelis,lotus,renault,goodyear,1:26.044,+0.960,+0.254,,1985,italy
9,11,elio-de-angelis,lotus,renault,goodyear,1:57.322,+2.016,+0.552,,1985,belgium
9,11,elio-de-angelis,lotus,renault,goodyear,1:10.014,+2.845,+0.110,,1985,europe
6,11,elio-de-angelis,lotus,renault,goodyear,1:04.129,+1.763,+0.041,,1985,south-africa
10,11,elio-de-angelis,lotus,renault,goodyear,1:23.077,+3.234,+0.359,,1985,australia
14,8,elio-de-angelis,brabham,bmw,pirelli,1:31.074,+5.573,+0.480,,1986,brazil
15,8,elio-de-angelis,brabham,bmw,pirelli,1:26.550,+4.945,+0.319,,1986,spain
19,8,elio-de-angelis,brabham,bmw,pirelli,1:29.713,+4.663,+0.469,,1986,san-marino
20,8,elio-de-angelis,brabham,bmw,pirelli,1:27.191,+4.564,+0.547,,1986,monaco
