position,driverNumber,driverId,constructorId,engineManufacturerId,tyreManufacturerId,time,gap,interval,laps,year,race
20,11,nelson-piquet,lotus,judd,goodyear,1:10.135,+2.932,+0.016,,1989,france
10,11,nelson-piquet,lotus,judd,goodyear,1:10.925,+1.826,+0.127,,1989,great-britain
8,11,nelson-piquet,lotus,judd,goodyear,1:45.475,+3.175,+0.442,,1989,germany
17,11,nelson-piquet,lotus,judd,goodyear,1:22.406,+2.680,+0.032,,1989,hungary
28,11,nelson-piquet,lotus,judd,goodyear,1:57.771,+6.904,+0.520,,1989,belgium
11,11,nelson-piquet,lotus,judd,goodyear,1:27.508,+3.788,+0.109,,1989,italy
20,11,nelson-piquet,lotus,judd,goodyear,1:18.482,+3.014,+0.040,,1989,portugal
7,11,nelson-piquet,lotus,judd,goodyear,1:21.922,+1.631,+0.145,,1989,spain
11,11,nelson-piquet,lotus,judd,goodyear,1:41.802,+3.761,+0.283,,1989,japan
18,11,nelson-piquet,lotus,judd,goodyear,1:19.392,+2.727,+0.083,,1989,australia
6,20,nelson-piquet,benetton,ford,goodyear,1:29.862,+1.198,+0.431,,1990,united-states
13,20,nelson-piquet,benetton,ford,goodyear,1:19.629,+2.352,+0.204,,1990,brazil
8,20,nelson-piquet,benetton,ford,goodyear,1:25.761,+2.541,+0.531,,1990,san-marino
10,20,nelson-piquet,benetton,ford,goodyear,1:23.566,+2.252,+0.072,,1990,monaco
5,20,nelson-piquet,benetton,ford,goodyear,1:21.568,+1.169,+0.266,,1990,canada
8,20,nelson-piquet,benetton,ford,goodyear,1:18.561,+1.334,+0.035,,1990,mexico
9,20,nelson-piquet,benetton,ford,goodyear,1:05.640,+1.238,+0.194,,1990,france
11,20,nelson-piquet,benetton,ford,goodyear,1:09.407,+1.979,+0.099,,1990,great-britain
7,20,nelson-piquet,benetton,ford,goodyear,1:42.872,+2.674,+0.492,,1990,germany
9,20,nelson-piquet,benetton,ford,goodyear,1:19.453,+1.534,+0.424,,1990,hungary
8,20,nelson-piquet,benetton,ford,goodyear,1:52.853,+2.488,+0.150,,1990,belgium
9,20,nelson-piquet,benetton,ford,goodyear,1:24.699,+2.166,+0.116,,1990,italy
6,20,nelson-piquet,benetton,ford,goodyear,1:14.728,+1.171,+0.005,,1990,portugal
8,20,nelson-piquet,benetton,ford,goodyear,1:19.700,+1.313,+0.011,,1990,spain
6,20,nelson-piquet,benetton,ford,goodyear,1:40.049,+3.053,+0.725,,1990,japan
7,20,nelson-piquet,benetton,ford,goodyear,1:17.173,+1.502,+0.017,,1990,australia
5,20,nelson-piquet,benetton,ford,pirelli,1:23.384,+1.950,+0.166,,1991,united-states
7,20,nelson-piquet,benetton,ford,pirelli,1:18.577,+2.185,+0.838,,1991,brazil
14,20,nelson-piquet,benetton,ford,pirelli,1:25.809,+3.932,+0.154,,1991,san-marino
4,20,nelson-piquet,benetton,ford,pirelli,1:21.159,+0.815,+0.186,,1991,monaco
8,20,nelson-piquet,benetton,ford,pirelli,1:21.241,+1.404,+0.014,,1991,canada
6,20,nelson-piquet,benetton,ford,pirelli,1:18.168,+1.472,+0.012,,1991,mexico
7,20,nelson-piquet,benetton,ford,pirelli,1:16.816,+2.257,+0.939,,1991,france
8,20,nelson-piquet,benetton,ford,pirelli,1:23.626,+2.687,+0.361,,1991,great-britain
8,20,nelson-piquet,benetton,ford,pirelli,1:40.560,+3.473,+0.321,,1991,germany
11,20,nelson-piquet,benetton,ford,pirelli,1:19.984,+3.837,+0.008,,1991,hungary
7,20,nelson-piquet,benetton,ford,pirelli,1:50.540,+2.729,+0.566,,1991,belgium
8,20,nelson-piquet,benetton,ford,pirelli,1:22.726,+1.612,+0.255,,1991,italy
11,20,nelson-piquet,benetton,ford,pirelli,1:15.666,+2.665,+0.088,,1991,portugal
10,20,nelson-piquet,benetton,ford,pirelli,1:20.676,+1.925,+0.025,,1991,spain
10,20,nelson-piquet,benetton,ford,pirelli,1:38.614,+3.914,+0.251,,1991,japan
5,20,nelson-piquet,benetton,ford,pirelli,1:15.291,+1.250,+0.234,,1991,australia
