position,driverNumber,driverId,constructorId,engineManufacturerId,tyreManufacturerId,time,gap,interval,laps,year,race
1,27,ayrton-senna,mclaren,honda,goodyear,1:21.314,,,,1990,monaco
1,27,ayrton-senna,mclaren,honda,goodyear,1:20.399,,,,1990,canada
3,27,ayrton-senna,mclaren,honda,goodyear,1:17.670,+0.443,+0.172,,1990,mexico
3,27,ayrton-senna,mclaren,honda,goodyear,1:04.549,+0.147,+0.037,,1990,france
2,27,ayrton-senna,mclaren,honda,goodyear,1:08.071,+0.643,+0.643,,1990,great-britain
1,27,ayrton-senna,mclaren,honda,goodyear,1:40.198,,,,1990,germany
4,27,ayrton-senna,mclaren,honda,goodyear,1:18.162,+0.243,+0.035,,1990,hungary
1,27,ayrton-senna,mclaren,honda,goodyear,1:50.365,,,,1990,belgium
1,27,ayrton-senna,mclaren,honda,goodyear,1:22.533,,,,1990,italy
3,27,ayrton-senna,mclaren,honda,goodyear,1:13.601,+0.044,+0.006,,1990,portugal
1,27,ayrton-senna,mclaren,honda,goodyear,1:18.387,,,,1990,spain
1,27,ayrton-senna,mclaren,honda,goodyear,1:36.996,,,,1990,japan
1,27,ayrton-senna,mclaren,honda,goodyear,1:15.671,,,,1990,australia
1,1,ayrton-senna,mclaren,honda,goodyear,1:21.434,,,,1991,united-states
1,1,ayrton-senna,mclaren,honda,goodyear,1:16.392,,,,1991,brazil
1,1,ayrton-senna,mclaren,honda,goodyear,1:21.877,,,,1991,san-marino
1,1,ayrton-senna,mclaren,honda,goodyear,1:20.344,,,,1991,monaco
3,1,ayrton-senna,mclaren,honda,goodyear,1:20.318,+0.481,+0.093,,1991,canada
3,1,ayrton-senna,mclaren,honda,goodyear,1:17.264,+0.568,+0.286,,1991,mexico
3,1,ayrton-senna,mclaren,honda,goodyear,1:14.857,+0.298,+0.068,,1991,france
2,1,ayrton-senna,mclaren,honda,goodyear,1:21.618,+0.679,+0.679,,1991,great-britain
2,1,ayrton-senna,mclaren,honda,goodyear,1:37.274,+0.187,+0.187,,1991,germany
1,1,ayrton-senna,mclaren,honda,goodyear,1:16.147,,,,1991,hungary
1,1,ayrton-senna,mclaren,honda,goodyear,1:47.811,,,,1991,belgium
1,1,ayrton-senna,mclaren,honda,goodyear,1:21.114,,,,1991,italy
3,1,ayrton-senna,mclaren,honda,goodyear,1:13.444,+0.443,+0.223,,1991,portugal
3,1,ayrton-senna,mclaren,honda,goodyear,1:19.064,+0.313,+0.094,,1991,spain
2,1,ayrton-senna,mclaren,honda,goodyear,1:34.898,+0.198,+0.198,,1991,japan
1,1,ayrton-senna,mclaren,honda,goodyear,1:14.041,,,,1991,australia
2,1,ayrton-senna,mclaren,honda,goodyear,1:16.227,+0.741,+0.741,,1992,south-africa
6,1,ayrton-senna,mclaren,honda,goodyear,1:18.791,+2.445,+0.202,,1992,mexico
3,1,ayrton-senna,mclaren,honda,goodyear,1:17.902,+2.199,+1.008,,1992,brazil
3,1,ayrton-senna,mclaren,honda,goodyear,1:21.209,+1.019,+0.014,,1992,spain
3,1,ayrton-senna,mclaren,honda,goodyear,1:23.086,+1.244,+0.191,,1992,san-marino
3,1,ayrton-senna,mclaren,honda,goodyear,1:20.608,+1.113,+0.240,,1992,monaco
1,1,ayrton-senna,mclaren,honda,goodyear,1:19.775,,,,1992,canada
3,1,ayrton-senna,mclaren,honda,goodyear,1:15.199,+1.335,+0.867,,1992,france
3,1,ayrton-senna,mclaren,honda,goodyear,1:21.706,+2.741,+0.822,,1992,great-britain
3,1,ayrton-senna,mclaren,honda,goodyear,1:39.106,+1.146,+0.796,,1992,germany
3,1,ayrton-senna,mclaren,honda,goodyear,1:16.267,+0.791,+0.624,,1992,hungary
2,1,ayrton-senna,mclaren,honda,goodyear,1:52.743,+2.198,+2.198,,1992,belgium
2,1,ayrton-senna,mclaren,honda,goodyear,1:22.822,+0.601,+0.601,,1992,italy
3,1,ayrton-senna,mclaren,honda,goodyear,1:14.258,+1.217,+0.586,,1992,portugal
3,1,ayrton-senna,mclaren,honda,goodyear,1:38.375,+1.015,+0.156,,1992,japan
2,1,ayrton-senna,mclaren,honda,goodyear,1:14.202,+0.470,+0.470,,1992,australia
2,8,ayrton-senna,mclaren,ford,goodyear,1:15.784,+0.088,+0.088,,1993,south-africa
3,8,ayrton-senna,mclaren,ford,goodyear,1:17.697,+1.831,+0.838,,1993,brazil
4,8,ayrton-senna,mclaren,ford,goodyear,1:12.107,+1.649,+0.099,,1993,europe
4,8,ayrton-senna,mclaren,ford,goodyear,1:24.007,+1.937,+0.088,,1993,san-marino
3,8,ayrton-senna,mclaren,ford,goodyear,1:19.722,+1.913,+1.376,,1993,spain
3,8,ayrton-senna,mclaren,ford,goodyear,1:21.552,+0.995,+0.362,,1993,monaco
8,8,ayrton-senna,mclaren,ford,goodyear,1:21.706,+2.719,+0.103,,1993,canada
5,8,ayrton-senna,mclaren,ford,goodyear,1:16.264,+1.882,+0.061,,1993,france
4,8,ayrton-senna,mclaren,ford,goodyear,1:21.986,+2.980,+1.585,,1993,great-britain
4,8,ayrton-senna,mclaren,ford,goodyear,1:39.616,+0.868,+0.036,,1993,germany
4,8,ayrton-senna,mclaren,ford,goodyear,1:16.451,+1.820,+1.223,,1993,hungary
5,8,ayrton-senna,mclaren,ford,goodyear,1:49.934,+2.363,+0.109,,1993,belgium
4,8,ayrton-senna,mclaren,ford,goodyear,1:22.633,+1.454,+0.647,,1993,italy
4,8,ayrton-senna,mclaren,ford,goodyear,1:12.491,+0.997,+0.048,,1993,portugal
2,8,ayrton-senna,mclaren,ford,goodyear,1:37.284,+0.130,+0.130,,1993,japan
1,8,ayrton-senna,mclaren,ford,goodyear,1:13.371,,,,1993,australia
1,2,ayrton-senna,williams,renault,goodyear,1:15.962,,,22.0,1994,brazil
1,2,ayrton-senna,williams,renault,goodyear,1:10.218,,,15.0,1994,pacific
1,2,ayrton-senna,williams,renault,goodyear,1:21.548,,,10.0,1994,san-marino
